Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Quick text 1 (product.metafields.custom.quick_text_1),Quick text 2 (product.metafields.custom.quick_text_2),Quick text 3 (product.metafields.custom.quick_text_3),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Allergy-friendly features (product.metafields.shopify.allergy-friendly-features),Care instructions (product.metafields.shopify.care-instructions),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Pile type (product.metafields.shopify.pile-type),Rug features (product.metafields.shopify.rug-features),Rug material (product.metafields.shopify.rug-material),Rug shape (product.metafields.shopify.rug-shape),Size (product.metafields.shopify.size),Style (product.metafields.shopify.style),Suitable space (product.metafields.shopify.suitable-space),Theme (product.metafields.shopify.theme),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
8x10-vintage-wool-rug-brown-beige-tree,"Life of Tree Area Rug 8x10 Handmade Wool Oriental Rug, Brown & Beige Repeating Tree Pattern Living Room Carpet","<p>Create a warm and grounded atmosphere with this handmade Life of Tree wool rug, featuring a beautifully detailed repeating tree motif symbolizing growth, balance, and harmony. The rich brown background paired with beige, tan, and soft ivory tones gives this rug a calm, earthy presence that blends effortlessly into both modern and traditional interiors.</p>
<p>Life of Tree rugs are admired for their symbolic designs and timeless elegance, making them ideal for living rooms, bedrooms, dining areas, or peaceful spaces where comfort and meaning matter. This rug is hand-knotted from 100% natural wool, offering durability, a soft texture, and long-lasting quality.</p>
<p>The all-over pattern creates visual rhythm without overwhelming the room, making this rug a perfect foundation piece for layered décor and neutral furnishings.</p>
<p>Rug Details</p>
<p>Design: Life of Tree</p>
<p>Pattern: Repeating tree motif / all-over design</p>
<p>Primary Colors: Brown</p>
<p>Accent Colors: Beige, tan, ivory</p>
<p>Material: 100% natural wool</p>
<p>Construction: Hand-knotted</p>
<p>Condition: New</p>
<p>Size:</p>
<p>Feet: 7.10 x 9.8 ft</p>
<p>Centimeters: 240 x 295 cm</p>
<p>Pile: Medium wool pile, durable and soft</p>
<p>Ideal For:</p>
<p>✔ Living rooms &amp; bedrooms<br>✔ Calm and earthy interiors<br>✔ Offices &amp; meditation spaces<br>✔ Neutral, warm, and natural décor styles</p>",Wei Rugs,Uncategorized,"","8x10 area rug, Boho Wall Tapestry, large area rug, Large wool carpet, Living Room Wall Art, Silk Wall Hanging, Silk Wall Tapestry, Statement Wall Decor, Turkish Silk Rug, wool area rug, Wool masterpiece rug, wool rug handmade, Wool silk rug",true,Title,Default Title,,,,,,,,'2096,0.0,shopify,1,deny,manual,2399.00,4799.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537370840_qpyw.jpg?v=1766571504,1,"",false,8x10 Vintage Wool Area Rug | Brown Beige Tree Pattern,Handmade 8x10 vintage wool rug with elegant tree pattern in brown and beige. Farmhouse style living room décor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,active
8x10-vintage-wool-rug-brown-beige-tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585310233_3g4q.jpg?v=1766571504,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8x10-vintage-wool-rug-brown-beige-tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537371320_c71c.jpg?v=1766571504,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8x10-vintage-wool-rug-brown-beige-tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537371132_m1ft.jpg?v=1766571504,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8x10-vintage-wool-rug-brown-beige-tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537371388_omys.jpg?v=1766571504,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8x10-vintage-wool-rug-brown-beige-tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585309601_kn39.jpg?v=1766571504,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8x10-vintage-wool-rug-brown-beige-tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585310039_s8sg.jpg?v=1766571504,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8x10-vintage-wool-rug-brown-beige-tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585310097_nmdn.jpg?v=1766571504,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8x10-vintage-wool-rug-brown-beige-tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537371778_8gap.jpg?v=1766571504,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8x10-vintage-wool-rug-brown-beige-tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537371580_jv8x.jpg?v=1766571504,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8x10-vintage-wool-rug-brown-beige-tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585310727_adxw.jpg?v=1766571504,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8x10-vintage-wool-rug-brown-beige-tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585310433_rfut.jpg?v=1766571504,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8x10-vintage-wool-rug-brown-beige-tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585310807_aoe3.jpg?v=1766571504,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8x10-vintage-wool-rug-brown-beige-tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585310803_luhe.jpg?v=1766571504,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9x12-vintage-wool-rug-blue-brown-medallion,"Large Heriz Area Rug 9x12 Handmade Wool Oriental Rug, Soft Blue & Brown Tribal Medallion Living Room Carpet","<p>Elevate your space with this handmade Heriz wool rug, featuring a bold tribal medallion design and a beautifully balanced palette of soft blue, warm brown, beige, and ivory tones. The geometric pattern and earthy colors make this rug a versatile statement piece for both modern and traditional interiors.</p>
<p>Heriz rugs are well known for their strong construction and timeless patterns, making them ideal for large living rooms, dining areas, offices, or open floor plans. This rug is hand-knotted from 100% natural wool, offering durability, texture, and long-lasting beauty.</p>
<p>The subtle color variations and detailed motifs highlight the craftsmanship of skilled artisans, giving each rug its own unique character while remaining easy to style with neutral or bold décor.</p>
<p>Rug Details</p>
<p>Design: Heriz / Tribal medallion</p>
<p>Material: 100% natural wool</p>
<p>Construction: Hand-knotted</p>
<p>Size:</p>
<p>Feet: 9.3 x 11.9 ft</p>
<p>Centimeters: 281 x 359 cm</p>
<p>Condition: Excellent handmade condition</p>
<p>Perfect For:</p>
<p>✔ Living rooms &amp; dining rooms<br>✔ Large seating areas<br>✔ Offices &amp; professional spaces<br>✔ Warm, layered interior styling</p>",Wei Rugs,Uncategorized,"","afghan handmade rug, brown beige rug, Hand-Knotted Rug, Large area rug, Living Room Rug, Luxury Wool Carpet, medallion area rug, Oriental Boho Rug, Oriental Rug, oriental wool rug, red oriental rug, Soft Wool Carpet, Wool Tribal Carpet",true,Title,Default Title,,,,,,,,'2092,0.0,shopify,1,deny,manual,2699.00,5398.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537333270_i1gs.jpg?v=1766571536,1,"",false,9x12 Vintage Wool Area Rug | Blue Brown Medallion,Large 9x12 handmade vintage wool rug with blue and brown medallion design. Traditional farmhouse living room carpet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,active
9x12-vintage-wool-rug-blue-brown-medallion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585272797_m74f.jpg?v=1766571536,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9x12-vintage-wool-rug-blue-brown-medallion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537333784_fuen.jpg?v=1766571536,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9x12-vintage-wool-rug-blue-brown-medallion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585272475_pz0y.jpg?v=1766571536,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9x12-vintage-wool-rug-blue-brown-medallion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585272851_k8qr.jpg?v=1766571536,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9x12-vintage-wool-rug-blue-brown-medallion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585272345_4a2o.jpg?v=1766571536,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9x12-vintage-wool-rug-blue-brown-medallion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537334002_c3yn.jpg?v=1766571536,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9x12-vintage-wool-rug-blue-brown-medallion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585272925_1p1q.jpg?v=1766571536,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9x12-vintage-wool-rug-blue-brown-medallion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585273185_qhdi.jpg?v=1766571537,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9x12-vintage-wool-rug-blue-brown-medallion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585273003_64ak.jpg?v=1766571536,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9x12-vintage-wool-rug-blue-brown-medallion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585273323_r49z.jpg?v=1766571536,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9x12-vintage-wool-rug-blue-brown-medallion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537334250_5idi.jpg?v=1766571536,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9x12-vintage-wool-rug-blue-brown-medallion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585273093_m6ek.jpg?v=1766571536,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9x12-vintage-wool-rug-blue-brown-medallion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537334278_83uv.jpg?v=1766571536,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9x12-vintage-wool-rug-blue-brown-medallion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537334300_a8yq.jpg?v=1766571536,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,"Fine Serapi Area Rug 6x9 Handmade Wool Oriental Rug, Ivory & Red Floral Tree Design Living Room Carpet","<p>Bring elegance and refined detail into your home with this handmade Fine Serapi wool rug, showcasing an intricate floral tree-inspired design with flowing vines and symmetrical botanical motifs. The soft ivory field is beautifully framed by a rich red border, accented with blue, green, gold, and navy tones, creating a timeless and inviting look.</p>
<p>Fine Serapi rugs are valued for their detailed patterns, balanced composition, and durable wool quality, making them an excellent choice for living rooms, dining areas, bedrooms, or formal spaces. This rug is hand-knotted from 100% natural wool, offering a smooth texture, long-lasting durability, and a comfortable feel underfoot.</p>
<p>The elegant tree and floral motifs add visual movement and sophistication while maintaining harmony, making this rug a standout piece without overwhelming the space.</p>
<p>Rug Details</p>
<p>Design: Fine Serapi</p>
<p>Pattern: Floral tree and vine motif with decorative border</p>
<p>Primary Colors: Ivory, cream</p>
<p>Accent Colors: Red, blue, green, gold, navy</p>
<p>Material: 100% natural wool</p>
<p>Construction: Hand-knotted</p>
<p>Condition: New</p>
<p>Size:</p>
<p>Feet: 6.5 x 9.10 ft</p>
<p>Centimeters: 196 x 300 cm</p>
<p>Pile: Medium wool pile, durable and soft</p>
<p>Ideal For:</p>
<p>✔ Living rooms &amp; dining rooms<br>✔ Bedrooms &amp; formal spaces<br>✔ Elegant and classic interiors<br>✔ Warm, detailed décor styles</p>",Wei Rugs,Uncategorized,"","6x9 area rug, Afghan Chobi Rug, Bohemian Rug, extra fine knotted, handmade red rug, Handmade Rug, Luxury Floral Rug, luxury wool carpet, One of a kind Rug, Orange Floral Rug, Persian Vintage Rug, Turkish Oushak rug, Turkish Rug",true,Title,Default Title,,,,,,,,'2097,0.0,shopify,1,deny,manual,1599.00,3199.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537380806_dnqp.jpg?v=1766571567,1,"",false,6x9 Vintage Wool Area Rug | Red Ivory Floral Farmhouse,Handmade 6x9 vintage wool rug in red and ivory floral design. Traditional farmhouse area rug for living room or bedroom décor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,,active
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585319901_6b21.jpg?v=1766571567,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537381188_8p40.jpg?v=1766571571,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585319753_hjg9.jpg?v=1766571569,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537381230_ba7p.jpg?v=1766571570,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585319663_6hw5.jpg?v=1766571567,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585319811_h48s.jpg?v=1766571567,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537381616_fsuq.jpg?v=1766571567,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585320001_ry9w.jpg?v=1766571567,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537381704_1u38.jpg?v=1766571567,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537381706_41fg.jpg?v=1766571567,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7537381496_1uba.jpg?v=1766571570,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6x9-vintage-wool-rug-red-ivory-floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0919/1676/3439/files/il_fullxfull.7585320367_8ojm.jpg?v=1766571567,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
